timestamp,availability,mut,mdt,mtbf,prev_git_commit_short
1615407657,1.0,1.0,nan,nan,7a321be
1615407657,1.0,1.0,nan,nan,7a321be
1615407657,1.0,1.0,nan,nan,7a321be
1615407657,1.0,1.0,nan,nan,7a321be
1615407657,1.0,1.0,nan,nan,7a321be
1615407657,1.0,1.0,nan,nan,7a321be
1615407657,1.0,1.0,nan,nan,7a321be
1615407657,1.0,1.0,nan,nan,7a321be
1615407657,1.0,1.0,nan,nan,7a321be
1615407657,1.0,1.0,nan,nan,7a321be
