timestamp,availability,mut,mdt,mtbf,prev_git_commit_short
1615407792,1.0,1.0,nan,nan,7a321be
1615407792,1.0,1.0,nan,nan,7a321be
1615407792,0.0,0.0,inf,inf,7a321be
1615407792,0.0,0.0,inf,inf,7a321be
1615407792,0.0,0.0,inf,inf,7a321be
1615407792,0.0,0.0,inf,inf,7a321be
1615407792,0.0,0.0,15.0,nan,7a321be
1615407792,0.0,0.0,15.0,nan,7a321be
1615407792,0.0,0.0,15.0,nan,7a321be
1615407792,0.0,0.0,15.0,nan,7a321be
